AccountName,SubscriptionId,May,June,July,Month-to-Date,Year-to-Date
Azure subscription 1,198ca313-c797-45eb-b09c-b9d9653afa72,0,0.01833708484,0.00517310472,0.00517310472,0.023510189560000002
Pay-As-You-Go,361fe3ae-7b08-4175-85e9-894f346ebee0,0,0.000355036005,0.009558763340999999,0.009558763340999999,0.009913799345999995
