AccountName,SubscriptionId,Last-3-Months,Month-to-Date,Year-to-Date
Azure subscription 1,198ca313-c797-45eb-b09c-b9d9653afa72,0.022593347319999995,0.00425626248,0.02259334732
Pay-As-You-Go,361fe3ae-7b08-4175-85e9-894f346ebee0,0.007673706135999998,0.007318670130999999,0.007673706136
